#iID	sAreaID	sMustJoinStaff	sJoinStaff	iVictory	iFale	sReward	sReward	sTime	sBGM	sinside	sautosave
210068	M0034_02	(0,10001401,0)*(0,10001803,0)*(0,10001103,0)*(0,10031003,0)*(0,10024503,1)*(0,10024603,1)*(0,10024603,1)*(0,10024603,1)*(0,10024603,1)*(0,10024602,1)*(0,10024602,1)	(0,10001401,0)*(0,10001803,0)*(0,10001103,0)*(0,10031003,0)*(0,10024503,1)*(0,10024603,1)*(0,10024603,1)*(0,10024603,1)*(0,10024603,1)*(0,10024602,1)*(0,10024602,1)	(0,0,0)	(0,0,0)	920200	920044	-1	0	0	0
210069	M0034_02	(0,10001401,0)*(0,10007203,1)	(0,10001401,0)*(0,10007203,1)	(0,0,0)	(0,0,0)	920206	920207	-1	0	0	0
210070	M0034_02	(0,10001401,0)*(0,10008503,1)	(0,10001401,0)*(0,10008503,1)	(0,0,0)	(0,0,0)	920206	920207	-1	0	0	0
210071	M0034_02	(0,10001401,0)*(0,10005703,1)	(0,10001401,0)*(0,10005703,1)	(0,0,0)	(0,0,0)	920206	920207	-1	0	0	0
210072	M0034_02	(0,10001401,0)*(0,10009803,1)	(0,10001401,0)*(0,10009803,1)	(0,0,0)	(0,0,0)	920206	920207	-1	0	0	0
210073	M0034_02	(0,10001401,0)*(0,10008903,1)	(0,10001401,0)*(0,10008903,1)	(0,0,0)	(0,0,0)	920206	920207	-1	0	0	0
210074	M0034_02	(0,10001401,0)*(0,10008103,1)	(0,10001401,0)*(0,10008103,1)	(0,0,0)	(0,0,0)	920206	920207	-1	0	0	0
210075	M0034_02	(0,10001401,0)*(0,10003603,1)	(0,10001401,0)*(0,10003603,1)	(0,0,0)	(0,0,0)	920206	920207	-1	0	0	0
210076	M0034_02	(0,10001401,0)*(0,10003703,1)	(0,10001401,0)*(0,10003703,1)	(0,0,0)	(0,0,0)	920206	920207	-1	0	0	0
210077	M0034_02	(0,10001401,0)*(0,10004303,1)	(0,10001401,0)*(0,10004303,1)	(0,0,0)	(0,0,0)	920206	920207	-1	0	0	0
210078	M0034_02	(0,10001401,0)*(0,10009203,1)	(0,10001401,0)*(0,10009203,1)	(0,0,0)	(0,0,0)	920206	920207	-1	0	0	0
210079	M0015_03	(0,10001401,0)*(0,10009603,0)*(0,10009702,0)*(0,10009702,0)*(0,10009702,0)*(0,10005803,1)*(0,10006703,1)*(0,10006802,1)*(0,10006802,1)*(0,10006802,1)	(0,10001401,0)*(0,10009603,0)*(0,10009702,0)*(0,10009702,0)*(0,10009702,0)*(0,10005803,1)*(0,10006703,1)*(0,10006802,1)*(0,10006802,1)*(0,10006802,1)	(0,0,0)	(0,0,0)	920204	515001	-1	0	1	0
210080	M0015_03	(0,10009603,0)*(0,10006703,0)*(0,10005803,1)	(0,10009603,0)*(0,10006703,0)*(0,10005803,1)	(0,0,0)	(0,0,0)	920205	920205	-1	0	1	0
210081	M0034_02	(0,10001401,0)*(0,10002103,1)	(0,10001401,0)*(0,10002103,1)	(0,0,0)	(0,0,0)	920210	920211	-1	0	0	0
210082	M0013_25	(0,10001401,0)*(0,90010703,1)	(0,10001401,0)*(0,90010703,1)	(1,6,0)	(0,0,0)	920262	920261	-1	0	0	0
210083	M0013_25	(0,10001401,0)*(0,99001503,1)	(0,10001401,0)*(0,99001503,1)	(1,6,0)	(0,0,0)	920262	920261	-1	0	0	0
210084	M0013_25	(0,10001401,0)*(0,10000103,1)	(0,10001401,0)*(0,10000103,1)	(1,6,0)	(0,0,0)	920262	920261	-1	0	0	0
210085	M0013_25	(0,10001401,0)*(0,10000303,1)	(0,10001401,0)*(0,10000303,1)	(1,6,0)	(0,0,0)	920262	920261	-1	0	0	0
210086	M0013_25	(0,10001401,0)*(0,10005702,0)*(0,10007001,0)*(0,10007001,0)*(0,10014201,1)*(0,10014201,1)*(0,10014201,1)*(0,10014201,1)*(0,10014201,1)*(0,10014201,1)	(0,10001401,0)*(0,10005702,0)*(0,10007001,0)*(0,10007001,0)*(0,10014201,1)*(0,10014201,1)*(0,10014201,1)*(0,10014201,1)*(0,10014201,1)*(0,10014201,1)	(0,0,0)	(0,0,0)	920274	920275	-1	0	0	0
210087	M0028_02	(0,10001401,0)*(0,10003003,0)*(0,10003103,0)*(0,10010003,0)*(0,10010403,1)*(0,10010503,1)*(0,10010603,1)*(0,10006303,1)	(0,10001401,0)*(0,10003003,0)*(0,10003103,0)*(0,10010003,0)*(0,10010403,1)*(0,10010503,1)*(0,10010603,1)*(0,10006303,1)	(0,0,0)	(0,0,0)	920277	920275	-1	0	0	0
210088	M0028_03	(0,10001401,0)*(0,10003003,0)*(0,10003103,0)*(0,10010003,0)*(0,10011602,1)*(0,10011602,1)*(0,10011602,1)*(0,10011602,1)*(0,10011602,1)*(0,10014503,1)*(3,10009903,0)	(0,10001401,0)*(0,10003003,0)*(0,10003103,0)*(0,10010003,0)*(0,10011602,1)*(0,10011602,1)*(0,10011602,1)*(0,10011602,1)*(0,10011602,1)*(0,10014503,1)*(3,10009903,0)	(0,0,0)	(0,0,0)	920278	920275	-1	0	1	0
210089	M0019_26	(0,10001401,0)*(0,10008103,1)	(0,10001401,0)*(0,10008103,1)	(0,0,0)	(0,0,0)	920280	920281	-1	0	0	0
210090	M0004_03	(0,10001401,0)*(0,10001502,0)*(0,91000204,1)	(0,10001401,0)*(0,10001502,0)*(0,91000204,1)	(0,0,0)	(0,0,0)	920290	920291	-1	0	0	0
210091	M0019_26	(0,10001401,0)*(0,10008103,1)	(0,10001401,0)*(0,10008103,1)	(0,0,0)	(0,0,0)	920280	920280	-1	0	0	0
210092	M0006_12	(0,10001401,0)*(0,10005102,1)*(0,10005102,1)*(0,10005102,1)*(0,10005102,1)*(0,10005102,1)*(0,10005102,1)	0	(0,0,0)	(0,0,0)	920322	0	-1	0	1	0
210093	M0006_12	(0,10001401,0)*(0,10005202,1)*(0,10005202,1)*(0,10005202,1)*(0,10005202,1)*(0,10005202,1)*(0,10005202,1)	0	(0,0,0)	(0,0,0)	920322	0	-1	0	1	0
210094	M0006_12	(0,10001401,0)*(0,10005302,1)*(0,10005302,1)*(0,10005302,1)*(0,10005302,1)*(0,10005302,1)*(0,10005302,1)	0	(0,0,0)	(0,0,0)	920322	0	-1	0	1	0
210095	M0031_01	(0,10001401,0)*(0,10006103,1)	(0,10001401,0)*(0,10006103,1)	(0,0,0)	(0,0,0)	920322	0	-1	0	0	0
210096	M0013_25	(0,10001401,0)*(0,10011602,1)*(0,10011602,1)*(0,10011602,1)	(0,10001401,0)*(0,10011602,1)*(0,10011602,1)*(0,10011602,1)	(0,0,0)	(0,0,0)	920328	920334	-1	0	0	0
210097	M0013_25	(0,10001401,0)*(0,10001503,0)*(0,10031203,1)*(0,10013005,1)*(0,10013005,1)*(0,10013004,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)	0	(0,0,0)	(0,0,0)	920332	920334	-1	0	0	0
210098	M0000_01	(0,10001401,0)*(0,10006203,0)*(0,99001703,1)*(0,10014001,1)*(0,10014001,1)*(0,10014001,1)*(0,10014001,1)*(0,10014001,1)	(0,10001401,0)*(0,10006203,0)*(0,99001703,1)*(0,10014001,1)*(0,10014001,1)*(0,10014001,1)*(0,10014001,1)*(0,10014001,1)	(0,0,0)	(0,0,0)	920355	920356	-1	0	0	0
210099	M0099_01	(0,10001401,0)*(0,91000102,1)*(0,91000102,1)	(0,10001401,0)*(0,91000102,1)*(0,91000102,1)	(0,0,0)	(0,0,0)	920368	920369	-1	0	0	0
210100	M0019_24	(0,10001401,0)*(0,10006203,0)*(0,10005306,1)	(0,10001401,0)*(0,10006203,0)*(0,10005306,1)	(0,0,0)	(0,0,0)	920378	920356	-1	0	0	0
210101	M0029_01	(0,10001401,0)*(0,10001003,1)	(0,10001401,0)*(0,10007703,1)	(0,0,0)	(0,0,0)	920379	920380	-1	0	1	0
210102	M0027_02	(0,10001401,0)*(0,10006203,0)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,10003303,1)*(5,91000102,1)*(5,91000102,1)*(10,91000102,1)*(10,91000102,1)*(15,91000102,1)*(15,91000102,1)*(20,91000102,1)*(20,91000102,1)	(0,10001401,0)*(0,10006203,0)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,10003303,1)*(5,91000102,1)*(5,91000102,1)*(10,91000102,1)*(10,91000102,1)*(15,91000102,1)*(15,91000102,1)*(20,91000102,1)*(20,91000102,1)	(0,0,0)	(0,0,0)	920388	920389	-1	0	0	0
210103	M0011_01	(0,10001401,0)*(0,10006203,0)*(0,10022403,1)*(0,10022403,1)*(0,10022403,1)*(0,10022403,1)*(0,10022403,1)*(0,10022403,1)*(0,10004803,1)	(0,10001401,0)*(0,10006203,0)*(0,10022403,1)*(0,10022403,1)*(0,10022403,1)*(0,10022403,1)*(0,10022403,1)*(0,10022403,1)*(0,10004803,1)	(0,0,0)	(0,0,0)	920390	920387	-1	0	0	0
210104	M0099_01	(0,10001401,0)*(0,10003703,1)	(0,10001401,0)*(0,10003703,1)	(0,0,0)	(0,0,0)	920395	920356	-1	0	0	0
210105	M0021_05	(0,10001401,0)*(0,10006103,0)*(0,10000604,1)*(0,10013302,1)*(0,10013302,1)*(0,10013302,1)*(0,10013302,1)*(0,10013302,1)	0	(0,0,0)	(0,0,0)	920399	920356	-1	0	0	0
210106	M0010_02	(0,10001401,0)*(0,10006103,0)*(0,10013002,1)*(0,10001803,1)*(0,10013003,1)*(0,10013002,1)*(0,10001603,1)*(3,10013004,1)*(3,10013004,1)	0	(0,0,0)	(0,0,0)	920400	920356	-1	0	1	0
210107	M0030_02	(0,10001401,0)*(0,10029703,0)*(0,10009803,0)*(0,10029903,0)*(0,10011602,0)*(0,10011602,0)*(0,10006103,0)*(5,10014503,0)*(9,10011504,0)*(0,10010003,1)*(0,10010103,1)*(0,10010103,1)*(0,10010103,1)*(0,10010202,1)*(0,10010202,1)*(0,10010202,1)*(0,10010302,1)*(0,10010302,1)*(0,10010302,1)*(3,10009904,1)	(0,10001401,0)*(0,10029703,0)*(0,10009803,0)*(0,10029903,0)*(0,10011602,0)*(0,10011602,0)*(0,10006103,0)*(5,10014503,0)*(9,10011504,0)*(0,10010003,1)*(0,10010103,1)*(0,10010103,1)*(0,10010103,1)*(0,10010202,1)*(0,10010202,1)*(0,10010202,1)*(0,10010302,1)*(0,10010302,1)*(0,10010302,1)*(3,10009904,1)	(0,0,0)	(0,0,0)	920401	920356	-1	GAME08	0	0
210108	M0023_05	(0,10001401,0)*(0,10005703,1)	(0,10001401,0)*(0,10005703,1)	(0,0,0)	(0,0,0)	920410	920411	-1	GAME08	1	0
210109	M0013_25	(0,10001401,0)*(0,50000303,1)*(0,50000303,1)*(0,50000303,1)	(0,10001401,0)*(0,50000303,1)*(0,50000303,1)*(0,50000303,1)	(0,0,0)	(0,0,0)	920412	920356	-1	0	0	0
210110	M0013_25	(0,10001401,0)*(0,10005703,0)*(0,10006103,0)*(0,10006504,1)*(0,50000303,1)*(0,50000303,1)*(0,50000303,1)*(0,50000303,1)	0	(0,0,0)	(0,0,0)	920420	920356	-1	0	0	0
210111	M0012_03	(0,10001401,0)*(0,36006807,1)	(0,10001401,0)*(0,36006807,1)	(0,0,0)	(0,0,0)	920422	920421	-1	0	0	0
210112	M0016_03	(0,10001401,0)*(0,10014203,1)	(0,10001401,0)*(0,10014203,1)	(0,0,0)	(0,0,0)	920425	920421	-1	0	0	0
234567	M0099_01	(0,10004503,0)*(0,10003803,0)*(0,10007403,0)*(0,10001103,1)	(0,10004503,0)*(0,10003803,0)*(0,10007403,0)*(0,10001103,1)	(0,0,0)	(0,0,0)	910083	910084	-1	0	0	0
300001	M0013_16	(0,10001401,0)*(0,10002201,1)*(0,10002301,1)*(0,10002401,1)*(0,10002501,1)	(0,10001401,0)*(0,10002201,1)*(0,10002301,1)*(0,10002401,1)*(0,10002501,1)	(0,0,0)	(0,0,0)	300009	300010	-1	0	0	0
400001	M0000_01	(0,10001401,0)*(0,91000206,1)	0	(0,0,0)	(0,0,0)	500045	500046	-1	0	0	0
400002	M0000_01	(0,10001401,0)*(0,91000206,1)	0	(0,0,0)	(0,0,0)	500045	500046	-1	0	0	0
400003	M0000_01	(0,10001401,0)*(0,36010801,1)*(0,36010801,1)*(0,36010801,1)*(0,36010801,1)*(0,36010801,1)	0	(0,0,0)	(0,0,0)	500047	500048	-1	0	0	0
400004	M0000_01	(0,10001401,0)*(0,36011101,1)*(0,36011001,1)*(0,36011001,1)*(0,36011001,1)*(0,36011001,1)	0	(0,0,0)	(0,0,0)	500053	500055	-1	0	0	0
600001	Develop_02	(0,10001401,0)*(0,10006602,0)*(0,10011101,1)	(0,10001401,0)*(0,10006602,0)*(0,10011101,1)	(0,0,0)	(0,0,0)	960001	960002	-1	0	0	0
600002	Develop_03	(0,10001401,0)*(0,10006602,0)*(0,10011101,1)	(0,10001401,0)*(0,10006602,0)*(0,10011101,1)	(0,0,0)	(0,0,0)	960003	960004	-1	0	0	0
600003	Develop_04	(0,10001401,0)*(0,10006602,0)*(0,10011101,1)	(0,10001401,0)*(0,10006602,0)*(0,10011101,1)	(0,0,0)	(0,0,0)	960005	960006	-1	0	0	0
700001	M0099_01	(0,10001401,0)*(0,91000207,1)	(0,10001401,0)*(0,91000207,1)	(1,30,0)*(0,0,0)	(0,0,0)	700003	700004	-1	0	0	0
700002	M0099_01	(0,10001401,0)*(0,10010403,1)*(0,10010603,1)	(0,10001401,0)*(0,10001104,0)*(0,10010403,1)*(0,10010603,1)	(1,8,0)*(0,0,0)	(0,0,0)	700005	700006	-1	0	0	0
700003	M0099_01	(0,10001401,0)*(0,10000703,0)*(0,10000803,0)*(0,10001103,1)*(0,10001003,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)	(0,10001401,0)*(0,10000703,0)*(0,10000803,0)*(0,10001103,1)*(0,10001003,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)	(0,0,0)	(0,0,0)	700007	700008	-1	0	0	0
700004	M0023_04	(0,10001401,0)*(0,10001107,0)*(0,10031005,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)	(0,10001401,0)*(0,10001106,0)*(0,10001004,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)	(0,0,0)	(0,0,0)	700009	700010	-1	0	0	0
700005	M0001_33	(0,10001401,0)*(0,10009103,0)*(0,10009205,1)*(0,10010202,1)*(0,10010302,1)*(0,10010301,1)*(0,10010201,1)	(0,10001401,0)*(0,10009103,0)*(0,10009203,1)*(0,10010202,1)*(0,10010302,1)*(0,10010301,1)*(0,10010201,1)	(0,0,0)	(0,0,0)	700013	700014	9	0	0	0
700006	M0031_02	(0,10001401,0)*(0,10003003,1)*(0,10003103,1)	(0,10001401,0)*(0,10003003,1)*(0,10003103,1)	(0,0,0)	(0,0,0)	700015	700016	-1	0	0	0
700007	M0004_04	(0,10001401,0)*(0,10003003,1)	(0,10001401,0)*(0,10003003,1)	(1,10,0)*(0,0,0)	(0,0,0)	700017	700018	-1	0	0	0
700008	M0099_01	(0,10001401,0)*(0,99002301,1)	(0,10001401,0)*(0,99002301,1)	(0,0,0)	(0,0,0)	700019	700020	-1	0	0	0
700009	M0099_01	(0,10001401,0)*(0,99002301,0)*(0,99002601,0)*(0,10013904,1)*(0,10014503,1)*(0,10014503,1)*(0,10014401,1)*(0,10014401,1)*(0,10014401,1)	(0,10001401,0)*(0,99002301,0)*(0,99002601,0)*(0,10013904,1)*(0,10014503,1)*(0,10014503,1)*(0,10014401,1)*(0,10014401,1)*(0,10014401,1)	(0,0,0)	(0,0,0)	700021	700022	-1	0	0	0
700010	M0099_01	(0,10001401,0)*(0,10001902,1)	(0,10001401,0)*(0,10001902,1)	(0,0,0)	(0,0,0)	700023	700024	-1	0	0	0
700011	M0099_01	(0,10001401,0)*(0,10005602,0)*(0,10006602,1)	(0,10001401,0)*(0,10005602,0)*(0,10006602,1)	(0,0,0)	(0,0,0)	700025	700026	-1	0	0	0
700012	M0099_01	(0,10001401,0)*(0,36008701,1)*(0,36008801,1)*(0,36008701,1)	(0,10001401,0)*(0,36008701,1)*(0,36008801,1)*(0,36008701,1)	(0,0,0)	(0,0,0)	700028	700028	-1	0	0	0
700013	M0099_01	(0,10001401,0)*(0,10009802,0)*(0,36011301,1)*(0,36011302,1)*(0,36011202,1)	(0,10001401,0)*(0,10009803,0)*(0,10010202,0)*(0,10010202,0)*(0,36011301,1)*(0,36011302,1)*(0,36011303,1)*(0,36011201,1)*(0,36011202,1)	(0,0,0)	(0,0,0)	700029	700030	-1	0	0	0
700014	M0099_01	(0,10001401,0)*(0,10009803,0)*(0,10010202,0)*(0,10010202,0)*(0,36011301,1)*(0,36011302,1)*(0,36011303,1)*(0,36011201,1)*(0,36011202,1)	(0,10001401,0)*(0,10009803,0)*(0,10010202,0)*(0,10010202,0)*(0,36011301,1)*(0,36011302,1)*(0,36011303,1)*(0,36011201,1)*(0,36011202,1)	(0,0,0)	(0,0,0)	700031	700032	-1	0	0	0
700015	M0004_04	(0,10001401,0)*(0,99008401,0)*(0,99008501,0)*(3,99008601,0)*(0,99009101,1)*(0,99009201,1)	(0,10001401,0)*(0,99008401,0)*(0,99008501,0)*(0,99008601,0)*(0,99009101,1)*(0,99009201,1)	(0,0,0)	(0,0,0)	700033	700034	16	0	0	0
700016	M0099_01	(0,10001401,0)*(0,10008103,0)*(0,10008903,0)*(0,10013006,1)*(0,10013006,1)*(0,10013006,1)*(0,10013006,1)*(0,10013006,1)*(0,10013003,1)*(0,10013003,1)*(0,10013003,1)	(0,10001401,0)*(0,10008103,0)*(0,10008903,0)*(0,10013006,1)*(0,10013006,1)*(0,10013006,1)*(0,10013006,1)*(0,10013006,1)*(0,10013003,1)*(0,10013003,1)*(0,10013003,1)	(0,0,0)	(0,0,0)	700035	700036	-1	0	0	0
700017	M0099_01	(0,10001401,0)*(0,10008202,0)*(0,10012904,1)*(0,10012804,1)*(0,10013006,1)*(0,10013006,1)*(0,10013006,1)*(0,10013006,1)*(0,10013006,1)	(0,10001401,0)*(0,10008202,0)*(0,10012904,1)*(0,10012804,1)*(0,10013006,1)*(0,10013006,1)*(0,10013006,1)*(0,10013006,1)*(0,10013006,1)	(0,0,0)	(0,0,0)	700037	700038	-1	0	0	0
765432	M0099_01	(0,10003803,0)*(0,10005802,0)*(0,10006801,0)*(0,10006801,0)*(0,10028001,0)*(0,10006702,1)*(0,10001103,1)*(0,10009602,1)*(0,10009702,1)*(0,10009702,1)	(0,10003803,0)*(0,10005802,0)*(0,10006801,0)*(0,10006801,0)*(0,10028001,0)*(0,10006702,1)*(0,10001103,1)*(0,10009602,1)*(0,10009702,1)*(0,10009702,1)	(0,0,0)	(0,0,0)	910083	910084	-1	0	0	0
791001	M0099_01	(0,10005803,0)*(0,10003303,1)	(0,10005803,0)*(0,10003303,1)	(0,0,0)	(0,0,0)	791001	791002	-1	0	0	0
791002	M0099_01	(0,10001401,0)*(0,10005803,0)*(0,10010404,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)	(0,10001401,0)*(0,10005803,0)*(0,10010404,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)	(0,0,0)	(0,0,0)	791003	791004	-1	0	0	0
791003	M0099_01	(0,10001401,0)*(0,10003303,0)*(0,10010404,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)	(0,10001401,0)*(0,10003303,0)*(0,10010404,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)	(0,0,0)	(0,0,0)	791005	791006	-1	0	0	0
791004	M0099_01	(0,10001401,0)*(0,10003303,0)*(0,10005803,0)*(0,10010404,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)	(0,10001401,0)*(0,10003303,0)*(0,10005803,0)*(0,10010404,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)	(0,0,0)	(0,0,0)	791007	791008	-1	0	0	0
791005	M0099_01	(0,10001401,0)*(0,10000703,0)*(0,10000803,0)*(0,10001103,1)*(0,10001003,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)	(0,10001401,0)*(0,10000703,0)*(0,10000803,0)*(0,10001103,1)*(0,10001003,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)	(0,0,0)	(0,0,0)	791009	791010	-1	0	0	0
791006	M0099_01	(0,10001401,0)*(0,10003503,0)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)	(0,10001401,0)*(0,10003503,0)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)	(0,0,0)	(0,0,0)	791011	791012	-1	0	0	0
791007	M0099_01	(0,10001401,0)*(0,91000206,1)	(0,10001401,0)*(0,91000206,1)	(0,0,0)	(0,0,0)	791013	791014	-1	0	0	0
791008	M0017_02	(0,10001401,0)*(0,10003404,1)	(0,10001401,0)*(0,10003404,1)	(1,3,0)*(0,0,0)	(0,0,0)	791015	791016	-1	0	0	0
791009	M0099_01	(0,10001401,0)*(0,10001504,0)*(0,10005803,0)*(0,10001804,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)	(0,10001401,0)*(0,10001504,0)*(0,10005803,0)*(0,10001804,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)	(0,0,0)	(0,0,0)	791017	791018	-1	0	0	0
791010	M0099_01	(0,10001401,0)*(0,10001504,0)*(0,10001804,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)	(0,10001401,0)*(0,10001504,0)*(0,10001804,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)	(0,0,0)	(0,0,0)	791019	791020	-1	0	0	0
791011	M0099_01	(0,10001401,0)*(0,10001504,0)*(0,10005803,0)*(0,10001804,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)	(0,10001401,0)*(0,10001504,0)*(0,10005803,0)*(0,10001804,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)	(0,0,0)	(0,0,0)	791021	791022	-1	0	0	0
791012	M0099_01	(0,10001401,0)*(0,10001504,0)*(0,10001804,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)	(0,10001401,0)*(0,10001504,0)*(0,10001804,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)*(0,91000102,1)	(0,0,0)	(0,0,0)	791023	791024	-1	0	0	0
791013	M0010_02	(0,10001401,0)*(0,10007203,0)*(0,10009403,1)*(0,10009502,1)*(0,10009502,1)*(0,10009502,1)*(0,10009502,1)*(0,10009502,1)*(0,10009502,1)*(0,10009502,1)	(0,10001401,0)*(0,10007203,0)*(0,10009403,1)*(0,10009502,1)*(0,10009502,1)*(0,10009502,1)*(0,10009502,1)*(0,10009502,1)*(0,10009502,1)*(0,10009502,1)	(0,0,0)	(0,0,0)	791025	791026	-1	0	0	0
791014	M0006_14	(0,10001401,0)*(0,91000401,1)*(0,91000401,1)*(0,91000401,1)	(0,10001401,0)*(0,91000401,1)*(0,91000401,1)*(0,91000401,1)	(0,0,0)	(0,0,0)	791027	791028	-1	0	0	0
791015	M0004_04	(0,10001401,0)*(0,99010001,1)	(0,10001401,0)*(0,99010001,1)	(0,0,0)	(0,0,0)	791029	791030	-1	0	0	0
791016	M0004_04	(0,10001401,0)*(0,99010001,1)	(0,10001401,0)*(0,99010001,1)	(0,0,0)	(0,0,0)	791031	791032	-1	0	0	0
791017	M0099_01	(0,10002903,0)*(0,99010601,1)	(0,10002903,0)*(0,99010601,1)	(0,0,0)	(0,0,0)	791033	791034	-1	0	0	0
791018	M0001_33	(0,10009403,0)*(0,10009204,0)*(0,10009103,0)*(0,10029903,1)*(0,10029703,1)*(0,10009803,1)	(0,10009403,0)*(0,10009204,0)*(0,10009103,0)*(0,10029903,1)*(0,10029703,1)*(0,10009803,1)	(0,0,0)	(0,0,0)	791035	791036	-1	0	0	0
791019	M0001_33	(0,10029903,0)*(0,10029703,0)*(0,10009803,0)*(0,10009403,1)*(0,10009204,1)*(0,10009103,1)	(0,10029903,0)*(0,10029703,0)*(0,10009803,0)*(0,10009403,1)*(0,10009204,1)*(0,10009103,1)	(0,0,0)	(0,0,0)	791036	791035	-1	0	0	0
791020	M0099_01	(0,10001401,0)*(0,10029902,0)*(0,99011601,1)	(0,10001401,0)*(0,10029902,0)*(0,99011601,1)	(0,0,0)	(0,0,0)	791037	791038	-1	0	0	0
800001	M0013_20	(0,10001401,0)*(0,10001602,1)	(0,10001401,0)*(0,10001602,1)	(1,5,0)	(0,0,0)	0	0	-1	0	0	0
800002	M0013_20	(0,10001401,0)*(0,10001602,1)	(0,10001401,0)*(0,10001602,1)	(0,0,0)	(0,0,0)	100001	100051	-1	0	0	0
800003	M0013_20	(0,10001401,0)*(0,10001602,1)	(0,10001401,0)*(0,10001602,1)	(0,0,0)	(0,0,0)	0	0	-1	0	0	0
800004	M0013_18	(0,10001401,0)*(0,10007202,1)*(0,10008502,1)	(0,10001401,0)*(0,10007202,1)*(0,10008502,1)	(0,0,0)	(0,0,0)	0	0	-1	0	0	0
800006	M0013_22	(0,10001401,0)*(0,10011101,1)*(0,10011102,1)	(0,10001401,0)*(0,10011101,1)*(0,10011102,1)	(0,0,0)	(0,0,0)	100206	100207	-1	0	0	0
800007	M0028_01	(0,10001401,0)*(0,10003602,1)	(0,10001401,0)*(0,10003602,1)	(0,0,0)	(0,0,0)	0	0	-1	0	0	0
800008	M0013_23	(0,10001401,0)*(0,10003502,1)	(0,10001401,0)*(0,10003502,1)	(0,0,0)	(0,0,0)	0	0	-1	0	0	0
800009	M0013_23	(0,10001401,0)*(0,10003702,1)	(0,10001401,0)*(0,10003702,1)	(0,0,0)	(0,0,0)	0	0	-1	0	0	0
800010	M0013_23	(0,10001401,0)*(0,10004302,1)	(0,10001401,0)*(0,10004302,1)	(0,0,0)	(0,0,0)	0	0	-1	0	0	0
800011	M0013_23	(0,10001401,0)*(0,10005402,1)	(0,10001401,0)*(0,10005402,1)	(0,0,0)	(0,0,0)	0	0	-1	0	0	0
800012	M0013_23	(0,10001401,0)*(0,10005502,1)	(0,10001401,0)*(0,10005502,1)	(0,0,0)	(0,0,0)	0	0	-1	0	0	0
800013	M0013_23	(0,10001401,0)*(0,10005602,1)	(0,10001401,0)*(0,10005602,1)	(0,0,0)	(0,0,0)	0	0	-1	0	0	0
800014	M0013_23	(0,10001401,0)*(0,10005902,1)	(0,10001401,0)*(0,10005902,1)	(0,0,0)	(0,0,0)	0	0	-1	0	0	0
800015	M0013_18	(0,10001401,0)*(0,10006002,1)	(0,10001401,0)*(0,10006002,1)	(0,0,0)	(0,0,0)	0	0	-1	0	0	0
800016	M0013_18	(0,10001401,0)*(0,10007202,1)	(0,10001401,0)*(0,10007202,1)	(0,0,0)	(0,0,0)	0	0	-1	0	0	0
