#iID	iType	iCondition	iArg1	iArg2	iDevelopType	iArg3	sImage	sBackground	sMusic	sEndAdd	iPhy	iSaveQuestID
9009637	0	0	0	0	0	9009637	0	060433HIP	10153	9009638	0	0
9009638	0	0	0	0	3	200075	0	060433HIP	10153	0	0	0
9009639	0	0	0	0	0	9009639	0	060433HIP	10153	9009640	0	0
9009640	0	0	0	0	0	9009640	0	060431HIP	10153	0	0	0
9009641	0	0	0	0	0	9009641	0	060431HIP	10153	9009643	0	1
9009642	0	0	0	0	0	9009642	0	060431HIP	10153	9009643	0	0
9009643	0	0	0	0	0	9009643	0	060402HIP	10153	0	0	0
9009650	11	7,9	130,9009641	154,0	0	9009650	DevelopBtn_58	060437HIP	10153	0	0	1
9009651	0	0	0	0	0	9009651	0	060437HIP	10153	9009653	0	0
9009652	0	0	0	0	0	9009652	0	060437HIP	10153	9009654	0	0
9009653	0	0	0	0	0	9009653	0	060431HIP	M900102	0	0	0
9009654	0	0	0	0	0	9009654	0	060427HIP	M900102	0	0	0
9009656	0	0	0	0	0	9009656	0	060431HIP	M900102	9009657	0	0
9009657	0	0	0	0	0	9009657	0	060431HIP	M900102	9009659	0	0
9009658	0	0	0	0	0	9009658	0	060431HIP	M900102	9009659	0	0
9009659	0	0	0	0	3	200076	0	060431HIP	M900102	0	0	0
9009660	0	0	0	0	0	9009660	0	060431HIP	M900104	9009662	0	0
9009661	0	0	0	0	0	9009661	0	060400HIP	10153	9009663	0	0
9009662	0	0	0	0	0	9009662	0	060434HIP	10153	0	0	1
9009663	0	0	0	0	0	9009663	0	060427HIP	10153	0	0	0
9009670	5	7,9	130,9009662	170,0	0	9009670	DevelopBtn_48	060423HIP	M900102	9009671	0	1
9009671	3	9	8051101	0	5	9009672	0	060423HIP	M900102	9009673	0	1
9009672	0	0	0	0	0	9009672	0	060423HIP	M900102	9009674	0	0
9009673	0	0	0	0	0	9009673	0	060423HIP	M900102	9009674	0	0
9009674	0	0	0	0	3	200078	0	060423HIP	M900102	0	0	0
9009675	0	0	0	0	0	9009675	0	060423HIP	M900104	0	0	1
9009676	0	0	0	0	0	9009676	0	060423HIP	M900104	9009683	0	0
9009677	0	0	0	0	0	9009677	0	060423HIP	M900104	9009679	0	1
9009678	0	0	0	0	0	9009678	0	060423HIP	M900104	9009679	0	1
9009679	3	9	9008508	0	5	9009680	0	060426HIP	M000001	9009681	0	1
9009680	0	0	0	0	0	9009680	0	060426HIP	M000001	9009682	0	1
9009681	0	0	0	0	0	9009681	0	060426HIP	M000001	9009682	0	0
9009682	0	0	0	0	0	9009682	0	060426HIP	Helou_03_03_Ma	0	0	1
9009683	0	0	0	0	0	9009683	0	060406HIP	M900104	9009684	0	0
9009684	3	2	100035	60	5	9009685	0	060406HIP	M900104	9009686	0	1
9009685	0	0	0	0	0	9009685	0	060406HIP	M900104	9009687	0	0
9009686	0	0	0	0	0	9009686	0	060406HIP	M900104	9009687	0	0
9009687	0	0	0	0	0	9009687	0	060426HIP	M900104	9009688	0	0
9009688	0	0	0	0	0	9009688	0	060400HIP	M900104	0	0	0
9010100	8	7	121	181	0	9010100	DevelopBtn_49	060427HIP	10153	0	0	1
9010101	5	7,9	121,9010100	181,0	0	9010101	DevelopBtn_48	060423HIP	10153	0	0	1
9010102	0	0	0	0	0	9010102	0	060423HIP	10153	9010104	0	0
9010103	0	0	0	0	0	9010103	0	060423HIP	10153	0	0	1
9010104	0	0	0	0	3	200077	0	060423HIP	10153	0	0	0
9010105	0	0	0	0	0	9010105	0	060423HIP	10153	9010107	0	0
9010106	0	0	0	0	0	9010106	0	060423HIP	10153	9010108	0	0
9010107	0	0	0	0	0	9010107	0	060427HIP	10153	0	0	0
9010108	0	0	0	0	0	9010108	0	060427HIP	10153	0	0	0
9009644	0	0	0	0	0	9009644	DevelopBtn_48	060423HIP	10153	9009645	0	0
9009645	3	3	1	50	5	9009646	0	060423HIP	10153	9009647	0	1
9009646	0	0	0	0	0	9009646	0	060423HIP	10153	0	0	0
9009647	0	0	0	0	0	9009647	0	060423HIP	10153	0	0	0
9010110	0	9,14	9010103,7900014	0,0	0	9010110	DevelopBtn_48	060423HIP	10153	0	0	0	0
9010211	3	13	10013004	0	5	9010111	0	060423HIP	10153	9010311	0	0
9010111	0	0	0	0	0	9010111	0	060423HIP	10153	0	0	1
9010212	3	13	10013003	0	5	9010112	0	060423HIP	10153	9010312	0	0
9010112	0	0	0	0	0	9010112	0	060423HIP	10153	9010120	0	1
9010113	0	0	0	0	0	9010113	0	060423HIP	10153	0	0	1
9010311	0	0	0	0	0	9010311	0	060423HIP	10153	0	0	1
9010312	0	0	0	0	0	9010312	0	060423HIP	10153	0	0	1
9010114	0	9	9010111	0	0	9010114	0	060405HIP	10153	9010115	0	1
9010115	0	0	0	0	8	17	0	060443HIP	10153	0	0	1
9010120	0	0	0	0	8	25	0	060423HIP	10153	0	0	1
9090001	12	7	30	300	0	9090001	DevelopBtn_54	060435HIP	10153	9090002	0	1
9090002	0	0	0	0	3	200120	0	060435HIP	10153	0	0	0
9090003	12	7	45	300	0	9090003	DevelopBtn_54	060435HIP	10153	9090004	0	1
9090004	0	0	0	0	3	200079	0	060435HIP	10153	0	0	0
9090005	12	7	45	300	0	9090005	DevelopBtn_54	060435HIP	10153	9090006	0	1
9090006	0	0	0	0	3	200080	0	060435HIP	10153	0	0	0
9090007	12	7	45	300	0	9090007	DevelopBtn_54	060435HIP	10153	9090008	0	1
9090008	0	0	0	0	3	200081	0	060435HIP	10153	0	0	0
9090009	12	7	30	300	0	9090009	DevelopBtn_54	060435HIP	10153	9090010	0	1
9090010	0	0	0	0	3	200082	0	060435HIP	10153	0	0	0
9090011	12	7	30	300	0	9090011	DevelopBtn_54	060435HIP	10153	9090012	0	1
9090012	0	0	0	0	3	200083	0	060435HIP	10153	0	0	0
9090013	12	7	30	300	0	9090013	DevelopBtn_54	060435HIP	10153	9090014	0	1
9090014	0	0	0	0	3	200084	0	060435HIP	10153	0	0	0
9090015	12	7	45	300	0	9090015	DevelopBtn_54	060435HIP	10153	9090016	0	1
9090016	0	0	0	0	3	200085	0	060435HIP	10153	0	0	0
9090017	0	7	45	300	0	9090017	DevelopBtn_54	060435HIP	10153	9090018	0	0
9090018	0	0	0	0	3	200086	0	060435HIP	10153	0	0	0
9090019	0	7	45	300	0	9090019	DevelopBtn_54	060435HIP	10153	9090020	0	0
9090020	0	0	0	0	3	200087	0	060435HIP	10153	0	0	0
9090021	0	7	45	300	0	9090021	DevelopBtn_54	060435HIP	10153	9090022	0	0
9090022	0	0	0	0	3	200088	0	060435HIP	10153	0	0	0
9090023	0	7	45	300	0	9090023	DevelopBtn_54	060435HIP	10153	9090024	0	0
9090024	0	0	0	0	3	200089	0	060435HIP	10153	0	0	0
9090025	12	7	30	300	0	9090025	DevelopBtn_54	060435HIP	10153	9090026	0	1
9090026	0	0	0	0	3	200090	0	060435HIP	10153	0	0	0
9090027	12	7	30	300	0	9090027	DevelopBtn_54	060435HIP	10153	9090028	0	1
9090028	0	0	0	0	3	200091	0	060435HIP	10153	0	0	0
9090029	12	7,2	45,100096	300,30	0	9090029	DevelopBtn_54	060435HIP	10153	9090030	0	1
9090030	0	0	0	0	3	200092	0	060435HIP	10153	0	0	0
9090031	0	7	45	300	0	9090031	DevelopBtn_54	060435HIP	10153	9090032	0	0
9090032	0	0	0	0	3	200093	0	060435HIP	10153	0	0	0
9090033	0	7	45	300	0	9090033	DevelopBtn_54	060435HIP	10153	9090034	0	0
9090034	0	0	0	0	3	200094	0	060435HIP	10153	0	0	0
9090035	12	7	45	300	0	9090035	DevelopBtn_54	060435HIP	10153	9090036	0	1
9090036	0	0	0	0	3	200095	0	060435HIP	10153	0	0	0
9090037	12	7	45	300	0	9090037	DevelopBtn_54	060435HIP	10153	9090038	0	1
9090038	0	0	0	0	3	200096	0	060435HIP	10153	0	0	0
9090039	12	7	45	300	0	9090039	DevelopBtn_54	060435HIP	10153	9090040	0	1
9090040	0	0	0	0	3	200097	0	060435HIP	10153	0	0	0
9090041	0	7	45	300	0	9090041	DevelopBtn_54	060435HIP	10153	9090042	0	0
9090042	0	0	0	0	3	200098	0	060435HIP	10153	0	0	0
9090043	12	7,9	45,9002002	300,0	0	9090043	DevelopBtn_54	060435HIP	10153	9090044	0	1
9090044	0	0	0	0	3	200099	0	060435HIP	10153	0	0	0
9090045	12	7,9	45,9009604	120,0	0	9090045	DevelopBtn_54	060435HIP	10153	9090046	0	1
9090046	0	0	0	0	3	200100	0	060435HIP	10153	0	0	0
9090047	0	7	45	300	0	9090047	DevelopBtn_54	060435HIP	10153	9090048	0	0
9090048	0	0	0	0	3	200101	0	060435HIP	10153	0	0	0
9090049	12	7	45	300	0	9090049	DevelopBtn_54	060435HIP	10153	9090050	0	1
9090050	0	0	0	0	3	200102	0	060435HIP	10153	0	0	0
9090051	0	7	45	300	0	9090051	DevelopBtn_54	060435HIP	10153	9090052	0	0
9090052	0	0	0	0	3	200103	0	060435HIP	10153	0	0	0
9090053	12	7	45	300	0	9090053	DevelopBtn_54	060435HIP	10153	9090054	0	1
9090054	0	0	0	0	3	200104	0	060435HIP	10153	0	0	0
9090055	12	7	45	300	0	9090055	DevelopBtn_54	060435HIP	10153	9090056	0	1
9090056	0	0	0	0	3	200105	0	060435HIP	10153	0	0	0
9090057	0	7	45	300	0	9090057	DevelopBtn_54	060435HIP	10153	9090058	0	0
9090058	0	0	0	0	3	200106	0	060435HIP	10153	0	0	0
9090059	12	7	45	300	0	9090059	DevelopBtn_54	060435HIP	10153	9090060	0	1
9090060	0	0	0	0	3	200107	0	060435HIP	10153	0	0	0
9090061	12	7	45	300	0	9090061	DevelopBtn_54	060435HIP	10153	9090062	0	1
9090062	0	0	0	0	3	200108	0	060435HIP	10153	0	0	0
9090063	0	7	45	300	0	9090063	DevelopBtn_54	060435HIP	10153	9090064	0	0
9090064	0	0	0	0	3	200109	0	060435HIP	10153	0	0	0
9090065	0	7	45	300	0	9090065	DevelopBtn_54	060435HIP	10153	9090066	0	0
9090066	0	0	0	0	3	200110	0	060435HIP	10153	0	0	0
9090067	0	7	45	300	0	9090067	DevelopBtn_54	060435HIP	10153	9090068	0	0
9090068	0	0	0	0	3	200111	0	060435HIP	10153	0	0	0
9090069	0	7	45	300	0	9090069	DevelopBtn_54	060435HIP	10153	9090070	0	0
9090070	0	0	0	0	3	200112	0	060435HIP	10153	0	0	0
9090071	0	7	100	300	0	9090071	DevelopBtn_54	060435HIP	10153	9090072	0	0
9090072	0	0	0	0	3	200113	0	060435HIP	10153	0	0	0
9090073	0	7	45	300	0	9090073	DevelopBtn_54	060435HIP	10153	9090074	0	0
9090074	0	0	0	0	3	200114	0	060435HIP	10153	0	0	0
9090075	12	7	45	300	0	9090075	DevelopBtn_54	060435HIP	10153	9090076	0	1
9090076	0	0	0	0	3	200115	0	060435HIP	10153	0	0	0
9090077	12	7	45	300	0	9090077	DevelopBtn_54	060435HIP	10153	9090078	0	1
9090078	0	0	0	0	3	200116	0	060435HIP	10153	0	0	0
9090079	12	7	45	300	0	9090079	DevelopBtn_54	060435HIP	10153	9090080	0	1
9090080	0	0	0	0	3	200117	0	060435HIP	10153	0	0	0
9090081	0	7	100	300	0	9090081	DevelopBtn_54	060435HIP	10153	9090082	0	0
9090082	0	0	0	0	3	200118	0	060435HIP	10153	0	0	0
9090083	0	7	100	300	0	9090083	DevelopBtn_54	060435HIP	10153	9090084	0	0
9090084	0	0	0	0	3	200119	0	060435HIP	10153	0	0	0
9099999	0	0	0	0	0	9099999	0	060435HIP	10153	0	0	0
9099998	0	0	0	0	0	9099998	0	060435HIP	10153	0	0	0
9010201	0	0	0	0	0	9010201	0	060405HIP	10153	0	0	0
9010202	0	0	0	0	0	9010202	0	060405HIP	10153	0	0	0
8021001	5	7	121	200	0	8021001	DevelopBtn_48	060423HIP	10153	0	0	1
8021003	0	0	0	0	0	8021003	0	060423HIP	10153	8021004	0	0
8021004	0	0	0	0	3	200035	0	060423HIP	10153	0	0	0
8021005	0	0	0	0	0	8021005	0	060423HIP	10153	0	0	0
8021006	0	0	0	0	0	8021006	0	060423HIP	10153	8021007	0	0
8021007	0	0	0	0	0	8021007	0	060405HIP	10153	0	0	0
9010301	99	7,2,2	50,100135,100134	51,100,100	0	9010301	DevelopBtn_48	060402HIP	10153	9010302	0	1
9010302	0	0	0	0	0	9010302	0	060440HIP	10153	9010303	0	0
9010303	0	0	0	0	0	9010303	0	060400HIP	10153	0	0	0
1010520	0	0	0	0	0	1010520	DevelopBtn_52	060405HIP	10153	0	0	0
1010521	0	0	0	0	0	1010521	DevelopBtn_52	060402HIP	10153	1010522	0	0
1010522	3	6	5	30	5	1010523	0	060402HIP	10153	1010524	0	1
1010523	0	0	0	0	0	1010523	0	060402HIP	10153	0	0	0
1010524	0	0	0	0	0	1010524	0	060402HIP	10153	0	0	0
8018001	5	7,9	30,8000011	65,0	0	8018001	DevelopBtn_48	060423HIP	10153	8018002	0	1
8018002	0	0	0	0	3	200025	0	060423HIP	10153	0	0	0
8018003	0	0	0	0	0	8018003	0	060423HIP	10153	0	0	1
8018004	0	0	0	0	0	8018004	0	060423HIP	10153	0	0	0
8018005	0	0	0	0	0	8018005	0	060405HIP	10153	8018006	0	1
8018006	3	5	1	50	5	8018007	0	060405HIP	10153	8018008	0	0
8018007	0	0	0	0	0	8018007	0	060405HIP	10153	8018009	0	0
8018008	0	0	0	0	0	8018008	0	060405HIP	10153	8018011	0	0
8018009	0	0	0	0	0	8018009	0	060405HIP	10153	0	0	0
8018010	0	0	0	0	0	8018010	0	060405HIP	10153	0	0	0
8018011	0	0	0	0	3	210090	0	060405HIP	10153	0	0	0
9009700	5	7	30	71	0	9009700	0	060423HIP	10153	0	0	1
9109701	3	6	2	30	5	9109702	0	060423HIP	10153	9109703	0	1
9109702	0	0	0	0	0	9109702	0	060423HIP	10153	9109710	0	0
9109703	0	0	0	0	0	9109703	0	060423HIP	10153	9109711	0	0
9109704	3	3	5	30	5	9109705	0	060423HIP	10153	9109706	0	1
9109705	0	0	0	0	0	9109705	0	060423HIP	10153	9109710	0	0
9109706	0	0	0	0	0	9109706	0	060423HIP	10153	9109711	0	0
9109707	3	6	3	30	5	9109708	0	060423HIP	10153	9109709	0	1
9109708	0	0	0	0	0	9109708	0	060423HIP	10153	9109710	0	0
9109709	0	0	0	0	0	9109709	0	060423HIP	10153	9109711	0	0
9109710	0	0	0	0	0	9109710	0	060423HIP	10153	0	0	0
9109711	0	0	0	0	0	9109711	0	060406HIP	10153	0	0	0
9109712	0	0	0	0	0	9109712	0	060423HIP	10153	9109716	0	0
9109716	0	0	0	0	0	9109716	0	060443HIP	10153	9109714	0	0
9109714	0	0	0	0	3	210021	0	060443HIP	10153	0	0	0
9109715	0	0	0	0	0	9109715	0	060423HIP	10153	0	0	1
9009701	11	7	30	71	0	9009701	DevelopBtn_58	060437HIP	10153	9009702	0	1
9009702	3	9	9109715	0	5	9009703	0	060437HIP	10153	9009704	0	1
9009703	0	0	0	0	0	9009703	0	060437HIP	10153	9009705	0	0
9009704	0	0	0	0	0	9009704	0	060437HIP	10153	0	0	0
9009705	0	0	0	0	0	9009705	0	060437HIP	10153	9009706	0	0
9009706	0	0	0	0	0	9009706	0	060427HIP	10153	0	0	1
9009707	0	0	0	0	0	9009707	0	060437HIP	10153	0	0	0
9009708	11	7,9	46,9009706	86,0	0	9009708	DevelopBtn_58	060437HIP	10153	9009709	0	1
9009709	0	0	0	0	0	9009709	0	060427HIP	10153	0	0	0
9009710	5	7,9	46,9009708	86,0	0	9009710	DevelopBtn_48	060423HIP	10153	9009766	0	1
9009766	3	13	10013004	0	5	9009767	0	060423HIP	10153	9009711	0	0
9009767	0	0	0	0	0	9009767	0	060423HIP	10153	0	0	0
9009768	0	0	0	0	0	9009768	0	060423HIP	10153	9009715	0	0
9009769	0	0	0	0	0	9009769	0	060423HIP	10153	9009770	0	0
9009770	0	0	0	0	3	700011	0	060423HIP	10153	0	0	0
9009771	0	0	0	0	0	9009771	0	060423HIP	10153	9009722	0	0
9009711	0	0	0	0	0	9009711	0	060423HIP	10153	0	0	0
9009712	0	0	0	0	0	9009712	0	060423HIP	10153	0	0	0
9009713	0	0	0	0	0	9009713	0	060423HIP	10153	9009715	0	0
9009715	0	0	0	0	0	9009715	0	060422HIP	10153	9009716	0	0
9009716	0	0	0	0	3	210002	0	060422HIP	10153	0	0	0
9009717	0	0	0	0	0	9009717	0	060422HIP	10153	0	0	0
9009718	0	0	0	0	0	9009718	0	060422HIP	10153	0	0	0
9009714	0	0	0	0	0	9009714	0	060423HIP	10153	9009719	0	1
9009719	0	0	0	0	3	210003	0	060423HIP	10153	0	0	0
9009720	0	0	0	0	0	9009720	0	060423HIP	10153	9009722	0	0
9009721	0	0	0	0	0	9009721	0	060423HIP	10153	0	0	0
9009722	0	0	0	0	0	9009722	0	060433HIP	10153	0	0	1
9009730	11	7,9	91,9009722	150,0	0	9009730	DevelopBtn_58	060437HIP	10153	0	0	1
9009731	0	0	0	0	0	9009731	0	060437HIP	10153	9009733	0	0
9009732	0	0	0	0	0	9009732	0	060437HIP	10153	9009737	0	0
9009733	0	0	0	0	0	9009733	0	060423HIP	10153	9009734	0	0
9009734	0	0	0	0	3	210004	0	060423HIP	10153	0	0	0
9009735	0	0	0	0	0	9009735	0	060423HIP	10153	0	0	1
9009736	0	0	0	0	0	9009736	0	060423HIP	10153	0	0	0
9009737	0	0	0	0	0	9009737	0	060422HIP	10153	0	0	1
9009738	5	7,9,5	121,9009735,1	180,0,50	0	9009738	DevelopBtn_48	060423HIP	10153	9009740	0	1
9009739	5	7,9,5	121,9009737,1	180,0,50	0	9009739	DevelopBtn_48	060423HIP	10153	9009740	0	1
9009740	0	0	0	0	0	9009740	0	060423HIP	10153	9009741	0	1
9009741	0	0	0	0	3	210005	0	060423HIP	10153	0	0	0
9009742	0	0	0	0	0	9009742	0	060423HIP	10153	0	0	1
9009743	0	0	0	0	0	9009743	0	060423HIP	10153	0	0	0
9009744	5	7,9	121,9009742	180,0	0	9009744	DevelopBtn_48	060423HIP	10153	9009745	0	1
9009745	0	0	0	0	0	9009745	0	060434HIP	10153	9009746	0	0
9009746	0	0	0	0	3	210006	0	060434HIP	10153	0	0	0
9009747	0	0	0	0	0	9009747	0	060434HIP	10153	0	0	1
9009748	0	0	0	0	0	9009748	0	060434HIP	10153	9009749	0	0
9009749	0	0	0	0	0	9009749	0	060405HIP	10153	0	0	0
9009750	0	9,2	9009747,100056	0,80	0	9009750	DevelopBtn_52	060405HIP	10153	0	0	0
9009751	0	0	0	0	0	9009751	0	060405HIP	10153	9009753	0	1
9009752	0	0	0	0	0	9009752	0	060405HIP	10153	0	0	0
9009753	0	0	0	0	0	9009753	0	060434HIP	10153	0	0	0
9009754	0	9	9009751	0	0	9009754	0	060400HIP	10153	9009755	0	0
9009755	0	0	0	0	0	9009755	0	060441HIP	10153	9009756	0	0
9009756	3	0	0	0	5	9009757	0	060441HIP	10153	9009758	0	1
9009757	0	0	0	0	0	9009757	0	060441HIP	10153	9009758	0	0
9009758	0	0	0	0	0	9009758	0	060441HIP	10153	9009759	0	1
9009759	3	5	1	80	5	9009760	0	060441HIP	10153	9009761	0	1
9009760	0	0	0	0	0	9009760	0	060441HIP	10153	9009765	0	0
9009761	0	0	0	0	0	9009761	0	060441HIP	10153	9009762	0	0
9009762	0	0	0	0	3	210007	0	060441HIP	10153	0	0	0
9009763	0	0	0	0	0	9009763	0	060441HIP	10153	9009765	0	0
9009764	0	0	0	0	0	9009764	0	060441HIP	10153	0	0	0
9009765	0	0	0	0	0	9009765	0	060423HIP	10153	0	0	1
8001001	6	7	30	120	0	8001001	DevelopBtn_59	060434HIP	10153	0	0	1
8001002	0	0	0	0	0	8001002	0	060434HIP	10153	8001003	0	0
8001003	0	0	0	0	3	200012	0	060434HIP	10153	0	0	0
8001004	0	0	0	0	0	8001004	0	060434HIP	10153	0	0	0
8001005	0	0	0	0	0	8001005	0	060434HIP	10153	0	0	0
8001011	7	7,9	40,2071002	120,0	0	8001011	DevelopBtn_55	060426HIP	10153	0	0	1
8001021	7	7,9	50,8001011	120,0	0	8001021	DevelopBtn_55	060426HIP	10153	0	0	1
8001041	7	7,9	60,8001021	120,0	0	8001041	DevelopBtn_55	060426HIP	10153	8001042	0	1
8001042	0	0	0	0	0	8001042	0	060426HIP	10153	8001045	0	0
8001045	3	9	9009002	0	5	8001043	0	060422HIP	10153	8001044	0	1
8001043	0	0	0	0	0	8001043	0	060422HIP	10153	0	0	0
8001044	0	0	0	0	0	8001044	0	060422HIP	10153	0	0	0
8001051	7	7,9	70,8001041	120,0	0	8001051	DevelopBtn_55	060426HIP	10153	0	0	1
8001052	0	0	0	0	0	8001052	0	060426HIP	10153	0	0	0
8001059	0	0	0	0	0	8001059	0	060423HIP	10153	0	0	0
8001053	0	0	0	0	0	8001053	0	060426HIP	10153	0	0	0
8001080	7	7,9,13	121,8001051,10019002	200,0,0	0	8001080	DevelopBtn_55	060426HIP	10153	8001081	0	1
8001081	0	0	0	0	0	8001081	0	060423HIP	10153	8001082	0	0
8001082	0	0	0	0	0	8001082	0	060443HIP	10153	8001083	0	0
8001083	0	0	0	0	3	210008	0	060443HIP	10153	0	0	0
8001084	0	0	0	0	0	8001084	0	060443HIP	10153	8001089	0	0
8001089	3	13	10019002	0	5	8001086	0	060443HIP	10153	8001087	0	1
8001086	0	0	0	0	0	8001086	0	060443HIP	10153	0	0	0
8001087	0	0	0	0	0	8001087	0	060443HIP	10153	0	0	0
8001085	0	0	0	0	0	8001085	0	060443HIP	10153	8001088	0	0
8001088	0	0	0	0	0	8001088	0	060426HIP	10153	0	0	0
1010601	0	0	0	0	0	1010601	DevelopBtn_52	060405HIP	10153	1010602	0	0
1010602	3	3,3,3,3,3	0,1,2,3,4	60,60,60,60,60	5	1010607	0	060405HIP	10153	1010608	0	1
1010603	3	3	1	50	5	1010604	0	060405HIP	10153	1010608	0	1
1010604	3	3	2	50	5	1010605	0	060405HIP	10153	1010608	0	1
1010605	3	3	3	50	5	1010606	0	060405HIP	10153	1010608	0	1
1010606	3	3	4	50	5	1010607	0	060405HIP	10153	1010608	0	1
1010607	0	0	0	0	0	1010607	0	060405HIP	10153	0	0	1
1010608	0	0	0	0	0	1010608	0	060405HIP	10153	0	0	0
2115001	0	0	0	0	0	2115001	0	060405HIP	10153	0	0	0
2115002	0	0	0	0	0	2115002	0	060405HIP	10153	2115004	0	0
2115003	0	0	0	0	0	2115003	0	060405HIP	10153	2115010	0	0
2115004	0	0	0	0	0	2115004	0	060431HIP	10153	2115005	0	0
2115005	0	0	0	0	3	210010	0	060431HIP	10153	0	0	0
2115006	0	0	0	0	0	2115006	0	060431HIP	10153	2115007	0	0
2115007	0	0	0	0	3	210011	0	060431HIP	10153	0	0	0
2115008	0	0	0	0	0	2115008	0	060431HIP	10153	2115009	0	0
2115009	0	0	0	0	0	2115009	0	060402HIP	10153	0	0	0
2115010	3	9	2073099	0	5	2115011	0	060443HIP	10153	2115013	0	1
2115011	0	0	0	0	0	2115011	0	060443HIP	10153	2115012	0	0
2115012	0	0	0	0	0	2115012	0	060438HIP	10153	2115015	0	1
2115015	0	0	0	0	0	2115015	0	060444HIP	10153	2115016	0	0
2115016	0	0	0	0	0	2115016	0	060438HIP	10153	0	0	1
2115013	0	0	0	0	0	2115013	0	060443HIP	10153	2115014	0	0
2115014	0	0	0	0	0	2115014	0	060436HIP	10153	0	0	0
7500001	0	0	0	0	0	7500001	0	060426HIP	10153	0	0	0
7500010	0	0	0	0	0	7500010	0	060426HIP	10153	0	0	1
7500020	0	0	0	0	0	7500020	0	060426HIP	10153	0	0	1
7500030	0	0	0	0	0	7500030	0	060426HIP	10153	0	0	1
7500040	0	0	0	0	0	7500040	0	060426HIP	10153	0	0	0
7500070	0	0	0	0	0	7500070	0	060426HIP	10153	7500071	0	0
7500071	3	2	100032	25	5	7500072	0	060426HIP	10153	7500073	0	1
7500072	0	0	0	0	0	7500072	0	060426HIP	10153	7500073	0	0
7500073	0	0	0	0	0	7500073	0	060426HIP	10153	0	0	0
7500080	0	0	0	0	0	7500080	0	060426HIP	10153	0	0	1
7500090	0	0	0	0	0	7500090	0	060426HIP	10153	0	0	1
1000010	0	0	0	0	0	1000010	0	060405HIP	10153	0	0	0
1000020	0	0	0	0	0	1000020	0	060405HIP	10153	0	0	0
1000021	0	0	0	0	0	1000021	0	060405HIP	10153	0	0	0
1000022	0	0	0	0	0	1000022	0	060405HIP	10153	0	0	0
1000030	0	0	0	0	0	1000030	0	060405HIP	10153	0	0	0
1000040	0	0	0	0	0	1000040	0	060405HIP	10153	0	0	0
1000050	0	0	0	0	0	1000050	0	060405HIP	10153	0	0	0
1000060	0	0	0	0	0	1000060	0	060405HIP	10153	1000061	0	0
1000061	0	0	0	0	0	1000061	0	060423HIP	10153	0	0	0
1000070	0	0	0	0	0	1000070	0	060405HIP	10153	0	0	0
1000080	0	0	0	0	0	1000080	0	060405HIP	10153	1000081	0	1
1000081	0	0	0	0	0	1000081	0	060405HIP	10153	1000082	0	0
1000082	0	0	0	0	3	210013	0	060405HIP	10153	0	0	0
1000083	0	0	0	0	0	1000083	0	060405HIP	10153	1000084	0	0
1000084	0	0	0	0	0	1000084	0	060402HIP	10153	1000085	0	0
1000085	0	0	0	0	8	10	0	060402HIP	10053	0	0	0
1000086	0	0	0	0	0	1000086	0	060400HIP	10153	0	0	0
1000087	0	13	10032001	0	0	1000087	0	060423HIP	10153	0	0	0
1000090	0	0	0	0	0	1000090	0	060405HIP	10153	1000091	0	0
1000091	0	0	0	0	0	1000091	0	060434HIP	10153	1000092	0	0
1000095	0	0	0	0	0	1000095	0	060405HIP	10153	1000096	0	0
1000096	0	0	0	0	3	100116	0	060405HIP	10153	0	0	0
1000092	3	9	1101001	0	5	1000093	0	060434HIP	10153	1000094	0	1
1000093	0	0	0	0	0	1000093	0	060434HIP	10153	0	0	1
1000094	0	0	0	0	0	1000094	0	060434HIP	10153	1000093	0	0
1000100	0	0	0	0	0	1000100	0	060402HIP	10153	0	0	0
1000101	0	0	0	0	0	1000101	0	060405HIP	10153	0	0	1
1000102	0	0	0	0	0	1000102	0	060405HIP	10153	0	0	1
1091001	0	0	0	0	0	1091001	0	060400HIP	10153	1091002	0	0
1091002	0	0	0	0	0	1091002	0	060405HIP	10153	1091003	0	0
1091003	0	0	0	0	0	1091003	0	060402HIP	10153	1091004	0	0
1091004	0	0	0	0	0	1091004	0	060405HIP	10153	1091005	0	0
1091005	0	0	0	0	0	1091005	0	060439HIP	10153	1091006	0	0
1091006	0	0	0	0	0	1091006	0	060402HIP	10153	0	0	0
9100001	5	13,7,14,14	10013002,156,7800020,7910027	0,174,0,0	0	9100001	0	060423HIP	10153	0	0	1
9100002	0	0	0	0	0	9100002	0	060423HIP	10153	9100004	0	0
9100004	0	0	0	0	3	210015	0	060423HIP	10153	0	0	0
9100005	0	0	0	0	0	9100005	0	060423HIP	10153	0	0	1
9100006	0	0	0	0	0	9100006	0	060400HIP	10153	0	0	0
9100010	9	7	30	121	0	9100010	0	060427HIP	10153	0	0	1
9100011	0	0	0	0	0	9100011	0	060427HIP	10153	9100013	0	0
9100012	0	0	0	0	0	9100012	0	060427HIP	10153	9100014	0	0
9100013	0	0	0	0	3	210018	0	060427HIP	10153	0	0	0
9100014	0	0	0	0	3	210019	0	060427HIP	10153	0	0	0
9100015	0	0	0	0	0	9100015	0	060427HIP	10153	9100016	0	0
9100016	0	0	0	0	3	210020	0	060427HIP	10153	0	0	0
9100017	0	0	0	0	0	9100017	0	060427HIP	10153	0	0	0
9100020	6	7,9	46,9100010	121,0	0	9100020	0	060434HIP	10153	0	0	1
